id,title,print_issn,e_issn,normalized_print,normalized_e,source_id,scopus_title,scopus_publisher,scopus_issn,scopus_eissn
a79f3398-09fa-46e7-9449-4f2585a761a7,EARTH MOON AND PLANETS,0167-9295,1573-0794,01679295,15730794,27181,"Earth, Moon and Planets",Springer Science and Business Media B.V.,01679295,15730794
b4ea58c9-5c7e-495e-ac1f-3ab8ecdca9b3,AUTISM,1362-3613,1461-7005,13623613,14617005,14254,Autism,SAGE Publications Ltd,13623613,14617005
36beb105-de38-4e73-8b25-89a86de2d4ee,BIG DATA,2167-6461,2167-647X,21676461,2167647X,21100780696,Big Data,SAGE Publications Ltd,21676461,2167647X
4c939e68-0e5e-4d6c-a2b9-f5515ddbacb4,CALIFORNIA MANAGEMENT REVIEW,0008-1256,2162-8564,00081256,21628564,21341,California Management Review,SAGE Publications Ltd,00081256,21628564
e8641361-231e-4aef-81ff-4b733ab657d8,CAREER DEVELOPMENT AND TRANSITION FOR EXCEPTIONAL INDIVIDUALS,2165-1434,2165-1442,21651434,21651442,21100817620,Career Development and Transition for Exceptional Individuals,SAGE Publications Inc.,21651434,21651442
ac7be62f-ae54-4a61-97c3-a773043cb5f3,CEPHALALGIA,0333-1024,1468-2982,03331024,14682982,14841,Cephalalgia,SAGE Publications Ltd,03331024,14682982
834e3a0d-ce1a-473c-8200-1f4d64bee8da,SIGNAL TRANSDUCTION AND TARGETED THERAPY,2095-9907,2059-3635,20959907,20593635,21100888816,Signal Transduction and Targeted Therapy,Springer Nature,20959907,20593635
85152b15-f6e9-445c-9183-12be64e1ffea,STEM CELLS TRANSLATIONAL MEDICINE,2157-6564,2157-6580,21576564,21576580,21100225608,Stem Cells Translational Medicine,Oxford University Press,21576564,21576580
861049f7-fe34-4478-a4ee-343ff1445ba1,SIMULATION MODELLING PRACTICE AND THEORY,1569-190X,1878-1462,1569190X,18781462,12189,Simulation Modelling Practice and Theory,Elsevier B.V.,1569190X,
13a9dcf5-1738-4224-883d-3ec92f667b22,CANCER SCIENCE,1347-9032,1349-7006,13479032,13497006,29187,Cancer Science,Wiley-Blackwell,13479032,13497006
94ed70e9-3487-4a17-b0a2-cf96c674c91d,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,1017-6772,1467-8268,10176772,14678268,13476,African Development Review,Wiley-Blackwell Publishing Ltd,10176772,14678268
dff5bc9a-a40e-4dfd-86ba-0c4b6d0f793b,MINERVA BIOTECNOLOGICA,1120-4826,1827-160X,11204826,1827160X,16103,Minerva Biotecnologica,Edizioni Minerva Medica S.p.A.,11204826,1827160X
dffc58cb-028c-41e2-ad1f-2fb1c7557a41,PHYTOPROTECTION,0031-9511,1710-1603,00319511,17101603,16570,Phytoprotection,"Phytoprotection, IRDA",00319511,
e19b6180-1ab1-4408-b1eb-a8895a12037b,HETEROCYCLES,0385-5414,1881-0942,03855414,18810942,25864,Heterocycles,Japan Institute of Heterocyclic Chemistry,03855414,18810942
e320e0a4-f0db-4745-a3f5-ea355fc83c8a,IRANIAN RED CRESCENT MEDICAL JOURNAL,2074-1804,2074-1812,20741804,20741812,17700155031,Iranian Red Crescent Medical Journal,ZamenPub,20741804,20741812
ee467ab9-ebbf-4764-9a19-8001ff1941bd,INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,0250-474X,1998-3743,0250474X,19983743,22392,Indian Journal of Pharmaceutical Sciences,Indian Pharmaceutical Association,0250474X,19983743
ef888e4a-8152-4601-8961-fcd99f79153a,JOURNAL OF THE ROYAL ARMY MEDICAL CORPS,0035-8665,2052-0468,00358665,20520468,18326,Journal of the Royal Army Medical Corps,BMJ Publishing Group,00358665,20520468
f7466876-e079-4e12-826d-ddd9748120cb,ATLANTIC GEOLOGY,0843-5561,1718-7885,08435561,17187885,24684,Atlantic Geology,Atlantic Geoscience Society,08435561,17187885
f7a03d98-b1b9-4d47-bf50-7b2f42f03aa8,PACIFIC JOURNAL OF OPTIMIZATION,1348-9151,1348-9151,13489151,13489151,19700182134,Pacific Journal of Optimization,Yokohama Publications,13489151,13498169
3331c479-4b0c-4b84-b295-ca52885ca742,CLINICAL PHARMACOLOGY & THERAPEUTICS,0009-9236,1532-6535,00099236,15326535,20626,Clinical Pharmacology and Therapeutics,Wiley-Blackwell,00099236,15326535
d799a142-7e6d-4a5d-891b-a893a6a7647f,CLINICAL PSYCHOLOGICAL SCIENCE,2167-7026,2167-7034,21677026,21677034,21100274406,Clinical Psychological Science,SAGE Publications Inc.,21677026,21677034
8fcebbfa-0472-4fcc-a544-4d6ca2a5c1a1,CHILD MALTREATMENT,1077-5595,1552-6119,10775595,15526119,24469,Child Maltreatment,SAGE Publications Inc.,10775595,15526119
df946366-f1dc-4734-97a4-cc4888f5595c,CNS NEUROSCIENCE & THERAPEUTICS,1755-5930,1755-5949,17555930,17555949,11700154316,CNS Neuroscience and Therapeutics,John Wiley and Sons Inc,17555930,17555949
20c50b03-e619-4ad8-92e9-49c8b5ecd586,COMMUNICATION RESEARCH,0093-6502,1552-3810,00936502,15523810,17649,Communication Research,SAGE Publications Inc.,00936502,15523810
6907f453-55b7-47d6-956a-485adbb62d5c,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,0010-3640,1097-0312,00103640,10970312,25820,Communications on Pure and Applied Mathematics,Wiley-Liss Inc.,00103640,10970312
c4a3f211-f775-4d01-921b-4ee8edf43df9,COMPARATIVE POLITICAL STUDIES,0010-4140,1552-3829,00104140,15523829,13447,Comparative Political Studies,SAGE Publications Inc.,00104140,15523829
4d97a623-ae59-4aea-8a2a-c9c8c8cb7c19,COMPREHENSIVE PHYSIOLOGY,2040-4603,2040-4603,20404603,20404603,21100203113,Comprehensive Physiology,John Wiley and Sons Inc,,20404603
36a0ee19-bf78-4249-aa8e-50459100e306,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,1541-4337,15414337,15414337,4900152301,Comprehensive Reviews in Food Science and Food Safety,John Wiley and Sons Inc,,15414337
f2e48517-8d30-4457-953e-49f1d1ce6727,CONSERVATION BIOLOGY,0888-8892,1523-1739,08888892,15231739,17822,Conservation Biology,John Wiley and Sons Inc,08888892,15231739
00ea91fc-f6ee-4d52-a662-4381b2f4d363,CONSERVATION LETTERS,1755-263X,1755-263X,1755263X,1755263X,19900191736,Conservation Letters,John Wiley and Sons Inc,,1755263X
08641735-5f1e-45ab-8fb0-b3c27cb3f469,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,0963-7214,1467-8721,09637214,14678721,13477,Current Directions in Psychological Science,SAGE Publications Inc.,09637214,14678721
ac5c9af4-a200-461d-9e11-52d78a788fd5,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,2152-2715,2152-2723,21522715,21522723,19700176047,"Cyberpsychology, Behavior, and Social Networking",SAGE Publications Ltd,21522715,21522723
921f226e-f679-4b21-ad1e-7e7627d16845,DERMATITIS,1710-3568,2162-5220,17103568,21625220,24318,Dermatitis,SAGE Publications Ltd,17103568,21625220
2b5d5620-b504-4747-8258-7661e68fa3c1,DIABETES TECHNOLOGY & THERAPEUTICS,1520-9156,1557-8593,15209156,15578593,25545,Diabetes Technology and Therapeutics,SAGE Publications Ltd,15209156,15578593
18ecb6fa-2433-4caf-acc9-bade220d5fce,DISASTERS,0361-3666,1467-7717,03613666,14677717,14119,Disasters,John Wiley and Sons Inc,03613666,14677717
149825dc-118a-40d5-b202-3925b238d267,EDUCATIONAL ADMINISTRATION QUARTERLY,0013-161X,1552-3519,0013161X,15523519,19725,Educational Administration Quarterly,SAGE Publications Inc.,0013161X,15523519
4c35151c-f75f-46f2-a642-9bd3bde998a4,ENTREPRENEURSHIP THEORY AND PRACTICE,1042-2587,1540-6520,10422587,15406520,100147318,Entrepreneurship Theory and Practice,SAGE Publications Ltd,10422587,15406520
5597d895-cd6f-46e7-b05f-8fa136da28d3,EPILEPSY CURRENTS,1535-7597,1535-7511,15357597,15357511,21100199819,Epilepsy Currents,American Epilepsy Society,15357597,15357511
200f2a38-1a90-4338-85cb-c34510de7e05,ENVIRONMENT AND BEHAVIOR,0013-9165,1552-390X,00139165,1552390X,14356,Environment and Behavior,SAGE Publications Ltd,00139165,1552390X
9a302528-a605-4cd3-86b9-d4fb97af35c9,ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,1095-0761,1095-0753,10950761,10950753,9500154114,Advances in Theoretical and Mathematical Physics,"International Press, Inc.",10950761,10950753
9d16ae22-a5eb-41ee-a0b6-ca0fd2504d53,AEROSOL SCIENCE AND TECHNOLOGY,0278-6826,1521-7388,02786826,15217388,22670,Aerosol Science and Technology,Elsevier Inc.,02786826,15217388
9e435c1e-ce3e-4c05-b150-190012bf4dae,AAPG BULLETIN,0149-1423,1558-9153,01491423,15589153,30787,AAPG Bulletin,American Association of Petroleum Geologists,01491423,
a101b8e0-251e-4c63-b2e9-e0cfe2095845,ACS OMEGA,2470-1343,2470-1343,24701343,24701343,21100828963,ACS Omega,American Chemical Society,,24701343
a1eadff8-e8bd-404a-b1f9-3ccfe61185d7,WEAR,0043-1648,1873-2577,00431648,18732577,22156,Wear,Elsevier B.V.,00431648,
a2401cd1-0609-4adf-a9b5-8d319388bc3c,SOCIAL ISSUES AND POLICY REVIEW,1751-2395,1751-2409,17512395,17512409,19400158483,Social Issues and Policy Review,Wiley-Blackwell Publishing Ltd,17512395,17512409
a29a9f32-d312-4c9f-a992-ece858c939db,SCIENCE CHINA-PHYSICS MECHANICS & ASTRONOMY,1674-7348,1869-1927,16747348,18691927,19600166401,"Science China: Physics, Mechanics and Astronomy",Science China Press,16747348,18691927
f7ced82b-21b5-4689-ae6c-3b46d4a24e64,JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS,1932-5150,1932-5134,19325150,19325134,7000153211,"Journal of Micro/ Nanolithography, MEMS, and MOEMS",SPIE,19325150,19325134
fb88cbf2-5172-4484-aa60-f67fb76cd593,INTERACTIVE CARDIOVASCULAR AND THORACIC SURGERY,1569-9293,1569-9285,15699293,15699285,21614,Interactive Cardiovascular and Thoracic Surgery,Oxford University Press,15699293,15699285
29d8aed2-5825-453f-b925-e4a2cf156605,EXCEPTIONAL CHILDREN,0014-4029,2163-5560,00144029,21635560,22055,Exceptional Children,SAGE Publications Inc.,00144029,21635560
2cfc8cbc-e6c3-4c37-b6e9-e35dc79a914e,FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES,1088-3576,1538-4829,10883576,15384829,5700155920,Focus on Autism and Other Developmental Disabilities,SAGE Publications Inc.,10883576,15384829
3d526848-be81-47a8-9bb8-da27004d720d,GAMES AND CULTURE,1555-4120,1555-4139,15554120,15554139,11600153433,Games and Culture,SAGE Publications Inc.,15554120,15554139
5a161c04-4571-4a0f-bf8b-ccbf3b8b5870,GENDER & SOCIETY,0891-2432,1552-3977,08912432,15523977,14925,Gender and Society,SAGE Publications Inc.,08912432,15523977
105b7265-9eb1-4b96-94c9-82f0a37ab57c,HEALTH INFORMATION MANAGEMENT JOURNAL,1833-3583,1833-3575,18333583,18333575,4700152879,Health Information Management Journal,SAGE Publications Inc.,18333583,18333575
b1c789a9-c8db-4b49-96b6-9a8303412b9d,ACTA PHYSIOLOGIAE PLANTARUM,0137-5881,1861-1664,01375881,18611664,16641,Acta Physiologiae Plantarum,Springer Nature,01375881,18611664
b4105419-a132-4048-89a8-f980469b942d,SMALL STRUCTURES,NA,2688-4062,no data,26884062,21101185512,Small Structures,Wiley-VCH Verlag,,26884062
b61a3b59-a88a-4a95-ad9a-f9460f4425fc,WORLDVIEWS ON EVIDENCE-BASED NURSING,1545-102X,1741-6787,1545102X,17416787,500147002,Worldviews on Evidence-Based Nursing,John Wiley and Sons Inc,1545102X,17416787
baeca86b-c9f3-445c-a43f-a9b21c4822d8,ADVANCED THEORY AND SIMULATIONS,NA,2513-0390,no data,25130390,21100941752,Advanced Theory and Simulations,Wiley-VCH Verlag,,25130390
bce28fb3-49c4-4017-9522-7695845ced2b,ACCOUNTING FORUM,0155-9982,1467-6303,01559982,14676303,145078,Accounting Forum,Taylor and Francis Ltd.,01559982,14676303
bfc1e164-da75-4147-b745-fcfc56c0c014,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,1759-0876,1759-0884,17590876,17590884,21100200203,Wiley Interdisciplinary Reviews: Computational Molecular Science,John Wiley & Sons Inc.,17590876,17590884
c084782c-0a5a-48eb-aa2f-55c8487e3adb,STUDIES IN SECOND LANGUAGE ACQUISITION,0272-2631,1470-1545,02722631,14701545,3900148216,Studies in Second Language Acquisition,Cambridge University Press,02722631,14701545
c0d9588a-d492-4375-8a04-e53ec3acd29e,TEACHING AND TEACHER EDUCATION,0742-051X,1879-2480,0742051X,18792480,23316,Teaching and Teacher Education,Elsevier Ltd,0742051X,
c4310e46-4f6c-4fce-99c3-f8ee79660105,WOOD MATERIAL SCIENCE & ENGINEERING,1748-0272,1748-0280,17480272,17480280,8700153309,Wood Material Science and Engineering,Taylor and Francis Ltd.,17480272,17480280
c634b7a5-09d4-4846-9245-ec44a625c158,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,0886-7798,1878-4364,08867798,18784364,14642,Tunnelling and Underground Space Technology,Elsevier Ltd,08867798,
cb5bf421-5076-4c58-b4ff-46bbac89c559,HUMAN RELATIONS,0018-7267,1741-282X,00187267,1741282X,27069,Human Relations,SAGE Publications Ltd,00187267,1741282X
13b97e61-f0b1-41ea-b8fd-d5618fbc81ef,INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,1609-4069,1609-4069,16094069,16094069,5700163257,International Journal of Qualitative Methods,SAGE Publications Inc.,,16094069
7c0bff89-9fab-4652-9127-ad3fd9c47c44,INTEGRATED COMPUTER-AIDED ENGINEERING,1069-2509,1875-8835,10692509,18758835,18197,Integrated Computer-Aided Engineering,SAGE Publications Ltd,10692509,18758835
ce898a53-d95c-4a64-8052-913fd4e29e7d,INTERNATIONAL JOURNAL OF STROKE,1747-4930,1747-4949,17474930,17474949,4200151402,International Journal of Stroke,SAGE Publications Ltd,17474930,17474949
69697dfe-755c-42b6-80f9-77f2f5f47160,INTERNATIONAL JOURNAL,0020-7020,2052-465X,00207020,2052465X,25795,International Journal,Canadian Institute of International Affairs,00207020,2052465X
7ca3570b-391d-44ac-a6a8-fee50fbb7c25,INTERNATIONAL JOURNAL OF PRESS-POLITICS,1940-1612,1940-1620,19401612,19401620,10300153306,International Journal of Press/Politics,SAGE Publications Inc.,19401612,19401620
bf7dc6f7-4da4-4233-b10f-ca04b1480496,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,0278-3649,1741-3176,02783649,17413176,18050,International Journal of Robotics Research,SAGE Publications Inc.,02783649,17413176
cc099538-d3fc-4f16-b285-3d5d6c515d96,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,1741-2854,00207640,17412854,16186,International Journal of Social Psychiatry,SAGE Publications Ltd,00207640,17412854
60aa90b3-78b1-4195-8cb5-9cb3b6622fc4,INTERNATIONAL MATERIALS REVIEWS,0950-6608,1743-2804,09506608,17432804,21119,International Materials Reviews,SAGE Publications Inc.,09506608,17432804
1dc80be2-3426-45f2-9b13-077e603a1143,INTERNATIONAL NURSING REVIEW,0020-8132,1466-7657,00208132,14667657,28142,International Nursing Review,John Wiley and Sons Inc,00208132,14667657
4f6aba0d-f9f9-441f-ae92-76b2ee9a1c25,JOR SPINE,2572-1143,2572-1143,25721143,25721143,21100932767,JOR Spine,Wiley-Blackwell Publishing Ltd,,25721143
62e2fd7e-735b-4046-a6d0-f505f35b4a7c,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,1610-0379,1610-0387,16100379,16100387,24841,JDDG - Journal of the German Society of Dermatology,Wiley-Blackwell Publishing Ltd,16100379,16100387
d4063ed2-3aea-4677-a22f-a97adc66b330,JOURNAL OF ACCOUNTING RESEARCH,0021-8456,1475-679X,00218456,1475679X,29857,Journal of Accounting Research,John Wiley and Sons Inc,00218456,1475679X
63ffac69-731f-4961-9fd9-5acf3cc5e9bc,JOURNAL OF ADVANCED NURSING,0309-2402,1365-2648,03092402,13652648,28186,Journal of Advanced Nursing,John Wiley and Sons Inc,03092402,13652648
d133aab1-20b4-429f-8219-a45c5c69f40d,STATISTICAL SCIENCE,0883-4237,2168-8745,08834237,21688745,14756,Statistical Science,Institute of Mathematical Statistics,08834237,21688745
d1a9a614-ce26-47ee-ba69-59feb147a142,RESEARCH & POLITICS,NA,2053-1680,no data,20531680,21100865122,Research and Politics,SAGE Publications Ltd,,20531680
7afd10ba-5cb5-4602-8d02-9859325c4627,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,1559-7016,0271678X,15597016,16667,Journal of Cerebral Blood Flow and Metabolism,SAGE Publications Inc.,0271678X,15597016
9f76515d-c43f-4cf9-8f42-c23b007b32c3,JOURNAL OF CONFLICT RESOLUTION,0022-0027,1552-8766,00220027,15528766,27663,Journal of Conflict Resolution,SAGE Publications Inc.,00220027,15528766
8fdcb163-7c71-4d2c-9cbc-484779a4ac1d,JOURNAL OF CURRENT SOUTHEAST ASIAN AFFAIRS,1868-1034,1868-4882,18681034,18684882,19900190213,Journal of Current Southeast Asian Affairs,SAGE Publications Ltd,18681034,18684882
4632fcd5-2709-45e3-aad4-cb10a212434d,JOURNAL OF DENTAL RESEARCH,0022-0345,1544-0591,00220345,15440591,25684,Journal of Dental Research,SAGE Publications Inc.,00220345,15440591
d61ae1bf-bcc3-4053-b190-03c6d1066475,UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,2050-6406,2050-6414,20506406,20506414,21100428409,United European Gastroenterology Journal,John Wiley & Sons Inc.,20506406,20506414
d724abcc-2a5e-40ee-be41-47514a074449,WILDLIFE MONOGRAPHS,0084-0173,1938-5455,00840173,19385455,24497,Wildlife Monographs,Wiley-Blackwell,00840173,
dbf929ea-d538-4d12-856f-43a853e8951d,STAT,2049-1573,2049-1573,20491573,20491573,29978,Stat (Oxford),John Wiley and Sons Inc,,20491573
dd0df7d5-ba0b-4fe1-8f3b-421dad771685,SMALL,1613-6810,1613-6829,16136810,16136829,3200147828,Small,John Wiley and Sons Inc,16136810,16136829
ddf45494-e40e-45f8-ae78-6328e1ef3a40,TRENDS IN PLANT SCIENCE,1360-1385,1878-4372,13601385,18784372,17809,Trends in Plant Science,Elsevier Ltd,13601385,18784372
df455ab4-716d-4309-8ca1-3337747b60be,UNIVERSITY OF CHICAGO LAW REVIEW,0041-9494,NA,00419494,no data,21629,University of Chicago Law Review,University of Chicago Law School,00419494,
e04356d5-e9ee-4fcd-b45b-a08ffc3d882a,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,0749-0720,1558-4240,07490720,15584240,19514,Veterinary Clinics of North America - Food Animal Practice,W.B. Saunders,07490720,15584240
e0ec216a-b67f-4ee3-852b-4f4eb98373ef,ULTRAMICROSCOPY,0304-3991,1879-2723,03043991,18792723,20941,Ultramicroscopy,Elsevier B.V.,03043991,18792723
dafbb7ca-647f-4015-a92b-0a0f38eb5b8b,AGING-US,1945-4589,NA,19454589,no data,71628,Aging,Impact Journals LLC,,19454589
e1c88f98-3291-4d8a-a5a9-b5cd23f3ff0e,AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,2168-3565,2168-3573,21683565,21683573,21100229246,Agroecology and Sustainable Food Systems,Taylor and Francis Ltd.,21683565,21683573
797c89ca-c3ed-4202-b01f-e5a043c8bd38,JOURNAL OF INDUSTRIAL TEXTILES,1528-0837,1530-8057,15280837,15308057,16015,Journal of Industrial Textiles,SAGE Publications Ltd,15280837,15308057
410a0084-bbee-47a2-9fcd-6023bdabd7f5,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,0022-1465,2150-6000,00221465,21506000,15645,Journal of Health and Social Behavior,American Sociological Association,00221465,21506000
2d972fb7-5a81-4923-9045-fdcc48aefea7,JOURNAL OF INFORMATION TECHNOLOGY,0268-3962,1466-4437,02683962,14664437,12815,Journal of Information Technology,Iranian Research Institute for Scientific Information and Documentation,2251919X,14664437
099257d9-a377-4be1-975e-de3dd758b1a0,JOURNAL OF OTOLARYNGOLOGY-HEAD & NECK SURGERY,1916-0216,1916-0216,19160216,19160216,12000154553,Journal of Otolaryngology - Head and Neck Surgery,SAGE Publications Inc.,19160208,19160216
c3231c96-736b-444d-a215-df8f56ddc721,JOURNAL OF LEARNING DISABILITIES,0022-2194,1538-4780,00222194,15384780,22609,Journal of Learning Disabilities,SAGE Publications Inc.,00222194,15384780
9bb9e6e7-d9f4-454e-b02c-4f6883676aad,JOURNAL OF MARKETING,0022-2429,1547-7185,00222429,15477185,22951,Journal of Marketing,American Marketing Association,00222429,15477185
8e676099-469b-4541-b64e-8d34f842278c,JOURNAL OF MIXED METHODS RESEARCH,1558-6898,1558-6901,15586898,15586901,11200153507,Journal of Mixed Methods Research,SAGE Publications Ltd,15586898,15586901
2a1444d5-4655-4a08-8395-a1feaf7173fc,JOURNAL OF PLANNING LITERATURE,0885-4122,1552-6593,08854122,15526593,13930,Journal of Planning Literature,SAGE Publications Inc.,08854122,15526593
e767f5b0-f93c-410c-8785-89b0071e4487,ADVANCED THERAPEUTICS,NA,2366-3987,no data,23663987,21100932762,Advanced Therapeutics,Wiley-Blackwell Publishing Ltd,,23663987
e80f2a56-67f0-472e-bcad-44b64054aa72,PSYCHOLOGY & MARKETING,0742-6046,1520-6793,07426046,15206793,14014,Psychology and Marketing,Wiley-Liss Inc.,07426046,15206793
e8f24579-44ee-4f2f-af35-1d253671fc4b,STATISTICS IN MEDICINE,0277-6715,1097-0258,02776715,10970258,20086,Statistics in Medicine,John Wiley and Sons Ltd,02776715,10970258
e90429f7-e947-498d-916e-8821ff3aedbd,QUALITATIVE RESEARCH IN SPORT EXERCISE AND HEALTH,2159-676X,2159-6778,2159676X,21596778,21100199724,"Qualitative Research in Sport, Exercise and Health",Taylor and Francis Ltd.,2159676X,21596778
e905b01a-3de1-47b5-aeb1-dfb15cc058db,SPORTS MEDICINE,0112-1642,1179-2035,01121642,11792035,20373,Sports Medicine,Springer Science and Business Media Deutschland GmbH,01121642,11792035
e90dd486-239e-416d-bd58-d3bf3604f90f,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1879-2340,13619209,18792340,20894,Transportation Research Part D: Transport and Environment,Elsevier Ltd,13619209,
2a5cee2b-64ab-4905-a717-9a9444dd326b,JOURNAL OF TELEMEDICINE AND TELECARE,1357-633X,1758-1109,1357633X,17581109,16432,Journal of Telemedicine and Telecare,SAGE Publications Ltd,1357633X,17581109
3872931a-e4ad-45be-b298-643ec3738bf2,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,0141-0768,1758-1095,01410768,17581095,18338,Journal of the Royal Society of Medicine,SAGE Publications Ltd,01410768,17581095
18cc6fe4-393d-4a93-aa9c-ac477d319a2c,JOURNAL OF WOMENS HEALTH,1540-9996,1931-843X,15409996,1931843X,19558,Journal of Women's Health,SAGE Publications Ltd,15409996,1931843X
142a67d4-ade3-4d22-9c2f-903552628057,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,1098-3007,1538-4772,10983007,15384772,30047,Journal of Positive Behavior Interventions,SAGE Publications Inc.,10983007,15384772
de0afae0-617d-41c2-9a26-5c006dcb44a3,JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,0022-4278,1552-731X,00224278,1552731X,20385,Journal of Research in Crime and Delinquency,SAGE Publications Inc.,00224278,1552731X
1eba5b61-310a-409a-aa43-d5bd26c11144,JOURNAL OF SANDWICH STRUCTURES & MATERIALS,1099-6362,1530-7972,10996362,15307972,21187,Journal of Sandwich Structures and Materials,SAGE Publications Ltd,10996362,15307972
f98e395f-73fd-48e5-ae01-76cc7d663656,JOURNAL OF SERVICE RESEARCH,1094-6705,1552-7379,10946705,15527379,144974,Journal of Service Research,SAGE Publications Inc.,10946705,15527379
607f4f42-2984-4660-bdf6-8221bff76c58,JOURNAL OF TEACHER EDUCATION,0022-4871,1552-7816,00224871,15527816,13354,Journal of Teacher Education,SAGE Publications Inc.,00224871,15527816
c99d8146-6a56-40bf-b7df-a20ab8bbb160,JOURNAL OF TRAVEL RESEARCH,0047-2875,1552-6763,00472875,15526763,14813,Journal of Travel Research,SAGE Publications Ltd,00472875,15526763
1f7a1038-86b9-403e-b2d5-80bf8a3816b5,LABORATORY ANIMALS,0023-6772,1758-1117,00236772,17581117,22626,Laboratory Animals,SAGE Publications Ltd,00236772,17581117
71af89f4-f6c8-472d-a58b-fb09f05e51f9,JOURNAL OF TISSUE ENGINEERING,2041-7314,2041-7314,20417314,20417314,21100274275,Journal of Tissue Engineering,SAGE-Hindawi Access to Research,,20417314
bcc084d2-a827-4f97-ad10-4259a9723cd6,LANGUAGE TESTING,0265-5322,1477-0946,02655322,14770946,23168,Language Testing,SAGE Publications Ltd,02655322,14770946
93d613db-38c7-45fc-a280-e2f340da561b,LGBT HEALTH,2325-8292,2325-8306,23258292,23258306,21100461914,LGBT Health,SAGE Publications Ltd,23258292,23258306
e9d65df1-74da-44b0-bbb5-c53e60f0bc42,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,1062-9769,1878-4259,10629769,18784259,23633,Quarterly Review of Economics and Finance,Elsevier B.V.,10629769,
ea047723-a5fe-4283-bb47-611b2408a31f,SOCIAL SCIENCE COMPUTER REVIEW,0894-4393,1552-8286,08944393,15528286,18916,Social Science Computer Review,SAGE Publications Inc.,08944393,15528286
ea220e62-9e32-469f-8ab5-1597d8daab0a,REGULATORY TOXICOLOGY AND PHARMACOLOGY,0273-2300,1096-0295,02732300,10960295,25176,Regulatory Toxicology and Pharmacology,Academic Press Inc.,02732300,10960295
8f039855-df96-4307-825f-a7b9872673ee,MEDICINAL RESEARCH REVIEWS,0198-6325,1098-1128,01986325,10981128,19907,Medicinal Research Reviews,John Wiley & Sons Inc.,01986325,10981128
9bee75cd-2a67-4148-aa6c-6db9b55fafe6,METHODS IN ECOLOGY AND EVOLUTION,2041-210X,2041-2096,2041210X,20412096,21100217611,Methods in Ecology and Evolution,British Ecological Society,,2041210X
80548c6d-d426-4e6c-954f-57ea6837daaa,MICROBIAL BIOTECHNOLOGY,1751-7915,1751-7915,17517915,17517915,19700175206,Microbial Biotechnology,John Wiley and Sons Ltd,17517907,17517915
cb156e8e-369e-423a-9d61-4ccd60e40da3,MILBANK QUARTERLY,0887-378X,1468-0009,0887378X,14680009,21103,Milbank Quarterly,Wiley-Blackwell Publishing Ltd,0887378X,14680009
589ed25c-1364-454c-bde2-db3acc10f47f,MULTIPLE SCLEROSIS JOURNAL,1352-4585,1477-0970,13524585,14770970,17408,Multiple Sclerosis Journal,SAGE Publications Ltd,13524585,14770970
8da3832f-0389-4c84-8bf5-1e17dbe572c6,MIND & LANGUAGE,0268-1064,1468-0017,02681064,14680017,25408,Mind and Language,Wiley-Blackwell Publishing Ltd,02681064,14680017
3449ff1f-1eee-468f-abd7-f672ca43539a,MODERN LANGUAGE JOURNAL,0026-7902,1540-4781,00267902,15404781,100147338,Modern Language Journal,Wiley-Blackwell,00267902,15404781
ed383df7-62ef-4166-8092-8329895c14fa,MOLECULAR ECOLOGY,0962-1083,1365-294X,09621083,1365294X,20297,Molecular Ecology,John Wiley and Sons Inc,09621083,1365294X
600cecbb-7384-4c85-bbce-8102c961902c,MOLECULAR ECOLOGY RESOURCES,1755-098X,1755-0998,1755098X,17550998,11700154306,Molecular Ecology Resources,John Wiley and Sons Inc,1755098X,17550998
